cnn_per_mw,Smiles
-0.0162027438156621,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(n1c([H])nc([H])c1[H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
-0.0181404085379168,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(c1c([H])c(-n2nc(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0159567404735801,[H]c1nc(N([H])n2c([H])c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H])c2=O)sc1SC([H])([H])[H]
-0.0157833980346183,[H]c1nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([N+](=O)[O-])n([H])c2=O)C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H])n(C([H])([H])[H])c1[H]
-0.0169734109256211,[H]O[C@]([H])(C([H])([H])c1c(C([H])([H])[H])noc1C([H])([H])[H])[C@@]([H])(c1c([H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0147394385986823,[H]c1nc([H])c([C@]([H])(c2c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])N([H])N([H])S(=O)(=O)c2c([H])c([H])c(-c3c([H])c([H])c([H])n([H])c3=O)c([H])c2[H])c([H])c1[H]
-0.0185029433910603,[H]OC([H])([H])C([H])([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c(=O)n1-c1nc([H])c([H])n1[H]
-0.0182928373384387,[H]c1nc([H])c([H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c(=O)c2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H]
-0.0181332483905579,[H]c1nc([C@@]2([H])C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])n(-c3c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])c2=O)n([H])c1[H]
-0.0176795523175747,[H]OC([H])([H])C([H])([H])C1(c2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])n(-n3nc([H])nc3[H])c2=O)C([H])([H])C1([H])[H]
-0.0207982349872222,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
