cnn_per_mw,Smiles
-0.0117867648091206,[H]Oc1c([H])c(Cl)c([H])c([H])c1OC([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(C(=O)N([H])O[H])=C([H])c1c(N2C(=O)C([H])=C([H])C2=O)c(Oc2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c(=O)n([H])c1[H]
-0.0121247492175587,[H]Sc1c(C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])n([H])c(=O)c1-c1c([H])c(C([H])([H])N([H])[H])c(N([H])C([H])([H])c2c([H])c([H])nc([H])c2[H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c1[H]
-0.0130261813392674,[H]c1c([H])c(C([H])([H])N(C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n3[H])c([H])c2[H])c([H])c([H])c1C(=O)OC([H])([H])[H]
-0.0164783516555472,[H]OC(=O)c1c([H])c([H])c([H])c(N([H])C([H])([H])c2c([H])c([H])c([H])c(-c3c(S[H])c(C4([H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])c([H])n([H])c3=O)c2[H])c1[H]
-0.0133658875879864,[H]c1c(Cl)c([H])c(-c2c([H])c([H])c(C(=O)N([H])[H])c([H])c2[H])c([H])c1OC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(=O)n(-c2c([H])c([H])c([H])n2[H])c1[H]
-0.0101481319799397,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)N([H])C(=O)c2c([H])c([H])c(-c3c([H])c(Cl)c([H])c(OC([H])([H])C([H])([H])N([H])C(=O)c4c([H])c([H])c(=O)n(-c5c([H])c([H])c([H])n5[H])c4[H])c3[H])c([H])c2[H])c([H])c1[H]
-0.0118415692681885,[H]Sc1c([H])c(N=C=S)n([H])c(=O)c1C(=O)c1sc([H])c([H])c1C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])Sc1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2C#N)c1[H]
-0.0115779487697388,[H]OP(=O)(O[H])[C@]1([H])C([H])([H])[C@]([H])(c2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])C([H])([H])[C@]1([H])Sc1c([H])c(N=C=S)n([H])c(=O)c1S[H]
-0.0120235107008263,[H]c1c([H])c([H])c([C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N(C(=O)n2c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c2=O)c2c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c2[H])c(C#N)c1[H]
-0.0104305574179239,[H]c1nc(N([H])[C@@]([H])(N([H])C(=O)c2c([H])c([H])c(=O)n(-c3c([H])c([H])c([H])n3[H])c2[H])C([H])([H])Oc2c([H])c(Cl)c([H])c(-c3c([H])c([H])c(C(=O)N([H])[H])c([H])c3[H])c2[H])sc1[H]
-0.0126401134138932,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(c2c([H])c(SC([H])([H])c3c([H])c([H])c(C([H])=C([H])[H])c([H])c3[H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H]
-0.0144272413491416,[H]c1c([H])c([H])c(C([H])([H])Sc2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c([H])c1[H]
-0.0137188115985539,[H]c1c([H])c([H])c(C([H])([H])Sc2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C3([H])[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c([H])c1[H]
-0.0144283586791534,[H]OC([H])([H])[C@](C([H])([H])[H])(C([H])([H])OC([H])([H])C(F)(F)F)C([H])([H])C([H])([H])[C@@](c1c([H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])(F)F
-0.0161125657021465,[H]c1c([H])c(S(=O)(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])Sc1c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n1[H]
-0.0128891177410599,[H]ON([H])C(=O)C([H])([H])c1c([H])c(C([H])=C([H])C(=O)N(O[H])O[C@]([H])(N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N([H])[H])c([H])n([H])c1=O
-0.011852389230327,[H]c1c([H])c(-c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])[C@@]4([H])C([H])([H])C([H])([H])C([H])([H])C4([H])OC(F)(F)F)c(=O)n3[H])c([H])c2[H])c([H])c(C([H])([H])N([H])[H])c1[H]
