cnn_per_mw,Smiles
-0.0222731613713335,[H]c1nc(N([H])n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)c([H])c([H])c1[H]
-0.0178370347669379,[H]c1c([H])c(F)c(-n2c([H])c([H])c([H])c([C@]3([H])C([H])([H])[C@@]3([H])[C@]3([H])C([H])([H])OC([H])([H])C3([H])[H])c2=O)c(F)c1[H]
-0.0156906239620533,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1-c1c(N([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])n([H])c1=O
-0.0188720244966862,[H]c1nc(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1[H]
-0.0152021349190875,[H]Oc1c([H])c([H])c(-c2c([H])c([H])n(-c3c([H])nn(C([H])([H])[H])c3N=C=S)c(=O)c2[C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c([H])c1[H]
-0.0172587409038135,[H]c1c([H])c(-c2c(F)c([H])c([H])c([H])c2C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c(N([H])[H])c1[H]
-0.0170067182821057,[H]c1nn(C([H])([H])[H])c(N=C=S)c1-n1c([H])c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c1=O
-0.01933611382165,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C([H])([H])[H])[C@@]([H])(c2c([H])c(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])n([H])c2=O)C([H])([H])[H])c(Cl)c1[H]
-0.0183902997589861,[H]c1nc(N([H])n2c([H])c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)sc1[H]
-0.0164926921226366,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1N([H])[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(c2c([H])sc3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c1=O
