cnn_per_mw,Smiles
-0.0143827683774406,[H]c1c([H])c(C([H])([H])[C@@]([H])([C@@]2([H])C([H])([H])N([H])[C@]([H])(OC([H])([H])C([H])([H])[H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c2c1OC([H])([H])O2
-0.0161147942064225,[H]c1nc([H])c(C([H])([H])OC2(c3c([H])c(Sc4c([H])c([H])c([H])c([H])c4[H])c([H])n([H])c3=O)C([H])([H])C2([H])[H])c([H])c1[H]
-0.0129436993482483,[H]Sc1c(N2C(=O)C([H])=C(N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])[H])C2=O)c([H])n([H])c(=O)c1Br
-0.0132271427778394,[H]OC([H])([H])C([H])([H])[C@]([H])(N([H])c1c([H])c([N+](=O)[O-])n([H])c(=O)c1[C@]([H])(C([H])([H])C([H])([H])[H])[C@]([H])(SC([H])([H])[H])c1nc([H])c([H])n1C([H])([H])[H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
-0.0153251382760549,[H]c1nc([H])c(C([H])([H])Oc2c([H])c([C@]3([H])C([H])([H])[C@]3([H])c3nc([H])c([H])n3-c3c([H])c([H])c(F)c(F)c3[H])c(=O)n([H])c2[H])c([H])c1[H]
-0.0146990416249463,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])[C@]2([H])Cl)c(S(=O)(=O)C([H])([H])[H])c(=O)n([H])c1[H]
-0.015226798299887,[H]C(=O)c1c([H])c([H])c([C@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1Cl
-0.0128652939717191,[H]SC([H])([H])[C@@]([H])(c1c([C@@]2([H])C([H])([H])[C@@]2([H])N([H])[H])c([H])c(-c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])c2c([H])c([H])c([H])nc12)C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])c1nc(N([H])[H])nc([H])c1[H]
-0.0145815630288409,[H]C([H])=C([H])C([H])([H])[C@@]([H])(C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H])[C@]([H])(c1nc([H])c([H])c([H])c1C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
-0.0120749008796407,[H]c1c([H])c([C@]2([H])[C@@]([H])(N([H])Sc3c([H])c(N=C=S)n([H])c(=O)c3[H])C([H])([H])C([H])([H])[C@@]2([H])N([H])[C@]([H])(C([H])([H])[H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c([H])c1[N+](=O)[O-]
-0.0126414755573249,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])O[C@@]([H])(c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)C1([H])[H]
-0.0150600755913673,[H]N=C(N([H])[H])C([H])([H])[C@]([H])(c1c([H])c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n(-c2c([H])c([H])c([H])c(C([H])([H])O[H])c2[H])c1=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(F)c1[H]
-0.016887576375966,[H]C(=O)c1c([H])c([H])c(C([H])([H])Sc2c([H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c2[H])c([H])c1Cl
-0.0191973613987148,[H]Sc1c([H])c([H])n([H])c(=O)c1OC([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
-0.0123349919755215,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2O[C@]2([H])N=C(N([H])[H])O[C@@]2([H])c2c([H])c([H])c(OC([H])([H])[H])c(F)c2[H])c(=O)c1[H]
-0.0174931554051937,[H]c1nc([H])c(C([H])([H])O[C@@]2(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[C@@]2([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H]
-0.0157011472216035,[H]c1nc([H])c(C([H])([H])O[C@@]2(c3c([H])c([H])c([H])n(-c4c([H])c([H])c([H])c([H])c4F)c3=O)C([H])([H])[C@]2([H])Cl)c([H])c1[H]
-0.0108121329641931,[H]C(=C1SC(=O)N([H])C1=O)n1c(N=C=S)c([H])c(S[C@]2([H])C([H])([H])[C@@]([H])(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])[C@@]2([H])N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1=O
