cnn_per_mw,Smiles
-0.0145842559281702,[H]c1nc(C([H])([H])O[C@@]([H])(C([H])([H])[H])[C@@](c2c([H])c(C([H])([H])Cl)c([H])n(-c3nc4c([H])c([H])c([H])c([H])c4c([H])c3[H])c2=O)(C([H])([H])[H])C([H])(F)F)c([H])c([H])c1[H]
-0.0153006383048267,[H]C1=C([H])C(=O)N(n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c3c([C@@]4([H])[C@]([H])(C([H])=C([H])[H])[C@@]4([H])N([H])[H])c([H])c([H])c4c([H])c([H])c([H])nc34)c2=O)C1=O
-0.0154778696254088,[H]c1c([H])c(OC(F)(F)F)c([H])c(-c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c([H])c2Cl)c1[H]
-0.0174711891815774,[H]c1c(N2C([H])([H])C([H])([H])OC([H])([H])[C@@]2([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c(=O)n([H])c1[H]
-0.0150809312025531,[H]c1sc([C@@]([H])(c2c([H])c([H])c(=O)n(C([H])([H])C#N)c2[H])N([H])C([H])([H])c2c([H])c(C#N)c([H])c([H])c2Cl)c([H])c1[H]
-0.0134731766509132,[H]c1c([H])c(F)c([C@@]([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@](c2c([H])c(C([H])([H])Cl)c([H])n([H])c2=O)(C([H])([H])[H])C([H])(F)F)c(F)c1[H]
-0.0133934373857154,[H]c1nc(Cl)c(N([H])C([H])([H])C([H])([H])OC([H])([H])[H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0173354398645897,[H]c1nc([H])c(C([H])([H])O[C@]2(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[C@@]2([H])C(F)(F)F)c([H])c1[H]
-0.0172631610631189,[H]OC(=O)C([H])=C([H])C([H])([H])[C@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c1[H]
-0.0147808782251266,[H]c1nc([H])n(C([H])([H])c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])c1[H]
-0.0142288715462141,[H]OC([H])([H])C([H])([H])[C@]([H])(c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])N([H])C([H])([H])C([H])([H])OC([H])([H])OC([H])([H])C([H])=C([H])[H]
-0.0162157193256047,[H]c1c([H])c(C#N)c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c1Cl
-0.0149965348014986,[H]Sc1c([H])c([C@]2([H])C([H])([H])[C@@]2([H])N([H])[H])n([H])c(=O)c1OC([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
-0.0128390631838865,[H]c1nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([N+](=O)[O-])n([H])c2=O)[C@@]([H])(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])c2c([H])c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c2[H])n(C([H])([H])[H])c1[H]
-0.0143366471882826,[H]N=C(N([H])C([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[C@]([H])(c1c([H])c([H])c([H])n([H])c1=O)[C@@]([H])(C([H])([H])c1c([H])c([H])c([H])c(F)c1[H])S(=O)(=O)N([H])[H]
-0.0138658254915637,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])N([H])N([H])[H])C([H])([H])C([H])([H])c1c([C@@]2([H])C([H])([H])[C@@]2([H])N([H])[H])c([H])c([H])c2c([H])c([H])c(S(=O)(=O)C([H])([H])[H])nc12
-0.0133994738819992,[H]N=C(N([H])[H])[C@]([H])(c1c([H])nc([H])nc1S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])([C@@]1([H])C([H])([H])N([H])C([H])([H])C1([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0134670306468975,[H]c1c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n(C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H]
-0.0152057271030045,[H]C#CC([H])([H])O[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])c2c([H])c([H])c(F)c(-n3c([H])c([H])c([H])c(C4([H])C([H])([H])C4([H])[H])c3=O)c2F)C([H])([H])C1([H])[H]
-0.0124310050096383,[H]Sc1c([H])c(C([H])([H])C([H])([H])C(=O)N([H])O[C@]([H])(OC([H])([H])[H])[C@]([H])(N2C([H])([H])C([H])([H])O[C@]([H])(C([H])([H])n3c([H])nc([H])c3[H])C2([H])[H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])n([H])c(=O)c1[H]
-0.0170942892554104,[H]OC([H])([H])n1c([H])c([H])c(S[H])c(OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1=O
-0.0146520970797258,[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c1c(-n2nc([H])nc2[H])c(SC([H])([H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0156572103395428,[H]c1nc([H])n(-c2c(SC([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F)n1
-0.0138161223984409,[H]Sc1c([H])c([H])n(N2C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[C@@]2([H])OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(c1nc([H])n([H])c1[H])c1nnnn1[H]
-0.0125675701153065,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1OS(=O)(=O)N([H])[H])n1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])OC([H])([H])c2c([H])nc([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O
-0.0152124163055585,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@]([H])(c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])[C@]2([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c1=O)C([H])([H])[H]
-0.0131043329410506,[H]OC([H])([H])C([H])([H])[C@](c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])(c1c([H])c(F)c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H]
-0.0168637757925103,[H]c1nc2c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])C([H])([H])c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c([H])c([H])c2c([H])c1[H]
-0.0114534485152003,[H]Sc1c(N2C(=O)C(OC([H])([H])[C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])=C(c3sc([H])c([H])c3[H])C2=O)c([H])n([H])c(=O)c1Br
-0.0158599336376167,[H]O[C@]([H])(C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])(c1c([H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0148050373006638,[H]C([H])=C([H])C([H])([H])C([H])([H])Sc1c(-n2nc([H])nc2[H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F)c(=O)n([H])c1[H]
-0.0147589921057752,[H]N=C(N([H])[H])C([H])([H])[C@@](N([H])c1c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)n([H])c1[H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H]
-0.0151516455768844,[H]OC([H])([H])C([H])([H])c1c([H])c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c(C([H])([H])C([H])([H])N([H])[H])c(=O)n([H])c2[H])c1Cl
-0.0168248881555985,[H]c1c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(=O)n([H])c2[H])c(Cl)c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H]
-0.014620710434988,[H]c1nc(N([H])n2c([H])c(Oc3c([H])c([H])c(F)c([H])c3[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c3c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c3[H])c2=O)c([H])c([H])c1[H]
-0.016525250506723,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])S(=O)(=O)C([H])([H])[H])c1=O
-0.0136689057726676,[H]c1nc(N([H])[H])nc(C([H])([H])N([H])[H])c1-c1nc2c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])N([H])N([H])[H])c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c([H])c([H])c2c([H])c1[H]
-0.0157252785146608,[H]c1nc([H])c(C([H])([H])[C@@]([H])(N([H])S(=O)(=O)N([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])c2nn([H])c([H])c2[H])c([H])c1[H]
-0.0183807636402788,[H]c1c([H])c(F)c([H])c([C@@]([H])(c2nnn([H])n2)C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H]
-0.0141682062345788,[H]c1nc(Cl)c([H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C@@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
