cnn_per_mw,Smiles
-0.0136075896452931,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1N([H])[H])n1c([H])c([H])c(-c2c([H])c([H])c(F)c([H])c2F)c([C@@]([H])(C([H])([H])[H])[C@]([H])(c2c([H])sc3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c1=O
-0.018042504283738,[H]c1nc(N([H])n2c([H])c(Oc3c([H])c([H])c(F)c([H])c3[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)c([H])c([H])c1[H]
-0.0228824689819861,[H]c1oc([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c1[H]
-0.0134275213202698,[H]C(=C([H])[C@@]([H])(c1c([H])c([H])nc(C([H])([H])[H])c1[H])C([H])([H])C([H])([H])[C@@]([H])(c1c(-c2nc([H])c(N([H])[H])nc2[H])c([H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
-0.0169733307324551,[H]OC([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c([H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])OC([H])([H])C([H])([H])[H]
-0.0172428049390761,[H]c1nc([C@]([H])(c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)c([H])c([H])c1[H]
-0.0167439390659667,[H]c1c([H])c([H])c(C([H])([H])N([H])C([H])([H])c2c(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c(=O)n([H])c2[H])c(Cl)c1[H]
-0.0169790194554362,[H]N=C(N([H])[H])[C@@]([H])(C([H])([H])Cl)[C@@](c1c([H])c([H])c([H])n(-c2c([H])nn(C([H])([H])[H])c2[H])c1=O)(C([H])([H])[H])C([H])(F)F
-0.0150167992472442,[H]c1nc([H])c([H])c(N([H])c2c([H])c([H])n(-c3c([H])nn(C([H])([H])[H])c3[H])c(=O)c2[C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H]
-0.0161856618457441,[H]OC([H])([H])[C@]([H])(O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H])C([H])([H])c1nc([H])c([H])c([H])c1[H]
