cnn_per_mw,Smiles
-0.0196658957831028,[H]c1c(N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
-0.0154964460082113,[H]c1nc([H])c([C@@]([H])(c2c([H])nn(C([H])([H])[H])c2[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
-0.015305370999974,[H]SC([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])c1c(C([H])(F)F)c([H])c(=O)n([H])c1[H]
-0.0149222002731253,[H]c1nc([H])c(C([H])([H])[C@@]([H])([C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c(-c2nc3c([H])c([H])c([H])c([H])c3o2)n1
-0.0155211986770186,[H]c1c(OC([H])([H])[H])nc([C@]([H])(C([H])([H])C2(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H]
-0.0156549759743407,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])OC([H])([H])C([H])([H])O[C@]1([H])N=C(N([H])[H])OC1([H])[H]
-0.0141023752808482,[H]OP(=O)(O[H])C([H])([H])c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2nc([H])c([H])c([H])c12
-0.0197526283694925,[H]c1c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
-0.0204744605467806,[H]c1c(C([H])(F)F)c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c1=O
-0.0169562352225533,[H]c1c(C([H])(F)F)c(C([H])([H])N([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])n([H])c1=O
-0.015873562177339,[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])OC([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C2=O)c([H])n([H])c(=O)c1[H]
-0.0160323590922089,[H]O[C@]([H])(C([H])([H])C([H])([H])N([H])[H])[C@@]([H])(c1c([H])c(C(=NN([H])C(=S)N([H])[H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0150998571666506,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c(C([H])([H])C([H])([H])OC([H])([H])[H])c1-c1c([H])c(OC([H])([H])[C@@]([H])(N([H])[H])C([H])(F)F)c([H])n([H])c1=O
-0.0144732825285811,[H]c1oc([C@@]([H])(Sc2c([H])c([H])n([H])c(=O)c2[H])c2c([H])c(Cl)c([H])c([H])c2C([H])([H])N([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
-0.0147931569030238,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])[C@@]([H])(Sc1c([H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F)c(=O)n([H])c1[H])C([H])([H])[H]
-0.0223268258289246,[H]c1nc(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])[H])n(C([H])([H])[H])c1[H]
-0.0142474914619833,[H]c1c(N(C([H])([H])[C@@]([H])([C@@]2([H])C([H])([H])N([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])S(=O)(=O)N([H])[H])nc(C([H])([H])[H])c([H])c1[H]
-0.016054409443415,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]1([H])C([H])([H])N(c2c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])O[H])c(=O)n([H])c2[H])C([H])([H])C([H])([H])C1([H])[H]
-0.0191817998927038,[H]c1nc([C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])N([H])c2c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n([H])c2[H])c([H])c(C([H])([H])[H])c1[H]
-0.0171621826573368,[H]c1c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(N(C([H])([H])[H])C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H]
-0.0184343563827244,[H]OC([H])([H])c1c([H])c([H])c([C@@](C([H])(F)F)(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[H])c(=O)n1[H]
-0.0153984344711285,[H]c1sc([H])c([C@]([H])(Sc2c(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n2[H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
-0.0151054548353754,[H]OP(=O)(O[H])C([H])([H])c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c2nc([H])c([H])c([H])c12
-0.0174134749679221,[H]c1c([H])c([H])c(O[C@]([H])(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2nc([C@@]3([H])C([H])([H])[C@@]3([H])c3c([H])c([H])c([H])n([H])c3=O)n([H])c2[H])c([H])c1[H]
-0.0166650621038735,[H]c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])C([H])([H])N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H]
-0.0165188336462181,[H]Sc1c(N2C(=O)C([H])=C([C@]([H])(OC([H])([H])C([H])([H])C([H])([H])[H])N3C([H])([H])C([H])([H])C3([H])[H])C2=O)c([H])n([H])c(=O)c1[H]
-0.0193311581754806,[H]c1nc2c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])c([H])c([H])c([H])c2c([H])c1[H]
-0.0189452823150097,[H]c1c(OC([H])([H])[H])nc([C@]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H]
-0.0254346943555312,[H]c1c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
-0.018633179407927,[H]OC([H])([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c(=O)n1[H]
-0.0164989039791726,[H]C([H])=C([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1C([H])([H])Sc1c([H])c(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n1[H]
-0.0194382819350939,[H]c1c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
-0.0139823690418928,[H]c1c(SC([H])([H])C([H])([H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F
-0.0159904997346656,[H]O[C@@]([H])(c1nc2c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])c3nc([H])c(C([H])([H])[H])c([H])c3[H])c([H])c([H])c([H])c2c([H])c1[H])C([H])([H])[H]
-0.0175495362563237,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(c1c([H])c(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])[H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0142965636342482,[H]Oc1c([H])c([H])c([C@]([H])(C([H])([H])c2c([H])c([H])c([H])c3c(-c4nc([H])c(N([H])[H])nc4[H])c([H])c([H])nc23)[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c([H])c1[H]
-0.0175271466655715,[H]c1nc([H])c([C@]([H])(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])OC2(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])C2([H])[H])c([H])c1[H]
-0.0173825069772249,[H]c1c(N([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
-0.0167103305473469,[H]c1c([H])c(C([H])([H])N([H])C([H])([H])C([H])([H])[H])c(C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1Cl
-0.0155101077909957,[H]ON([H])C(=O)C([H])([H])C([H])([H])c1c([H])c(S[H])c(-c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c(=O)n1[H]
-0.0167454309810477,[H]O[C@]([H])(C([H])([H])[C@]([H])(c1nc([H])c([H])c(C([H])([H])[H])c1[H])N([H])[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
