Smiles,id,name,cnnaff_pos,cnnaff,MW,HBA,HBD,LogP,Pass_Ro5,has_pains,has_unwanted_subs,has_prob_fgs,synthetic_accessibility,TPSA,QED,N_RotBonds,logp_cnn_per_mw
[H]C#C[C@@]1([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]([H])(N([H])C(=O)n2c([H])c([H])c([H])c(C(=O)N([H])C([H])([H])C([H])([H])O[H])c2=O)C([H])([H])[C@@]1([H])N=C=S,13455,fegrow_gen/c1(C(=O)NCCO)cccn(C(=O)N[C@H]2C[C@@H](N=C=S)[C@@H](C#C)[C@@H]2C(C)=O)c1=O.sdf,5.39576,-0.1877271150513914,396.299,8,3,-0.1736,True,False,True,True,7.80138508198193,129.86,0.3352993556743608,6,0.1877271150513914
[H]c1nc([H])c([H])c([C@@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])n(C(=O)N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])N([H])[H])c2=O)c2c([H])c([H])c([H])c(C([H])([H])N([H])[H])c2[H])n1,2923,fegrow_gen/c1(CNC(C(c2cccc(CN)c2)c2ccncn2)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COCCN)=O)c1=O.sdf,6.54633,-0.2614926842365601,526.363,10,4,0.8161,True,False,False,False,8.63172117571622,184.32,0.2324120119125693,12,0.2614926842365601
[H]c1c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])[H])c(=O)c1C([H])([H])N([H])C(=O)C([H])([H])[H],14096,fegrow_gen/c1(CNC(C)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(C)=O)c1=O.sdf,5.25321,-0.1797700134351477,298.193,5,2,0.7998,True,False,False,False,7.31936567623036,97.27,0.857525621934286,4,0.1797700134351477
[H]c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C(=O)[C@]([H])(N([H])C(=O)c2c([H])c([H])c(=O)n([H])c2[H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)C([H])([H])[H])C2([H])[H])c1[H],7502,fegrow_gen/c1cc(C(=O)N[C@H](CC(=O)N2C[C@H](C(C)=O)CCC2)C(=O)NCc2cccc(C(=O)NCC)c2)c[nH]c1=O.sdf,6.09976,-0.2578932468079752,490.326,6,4,0.7571,True,False,False,False,8.32743557997008,157.54,0.3600165101582751,10,0.2578932468079752
[H]c1nc(C(F)(F)F)c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])C(=O)n1c([H])c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])[H])c1=O,1463,fegrow_gen/c1(CNC(C)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(Cc2cc(C(=O)NC3CCCC3)c(C(F)(F)F)nc2)=O)c1=O.sdf,6.75129,-0.3996515929076656,543.332,7,3,3.1088,True,False,False,False,8.22086134967406,139.26,0.4422230201177191,8,0.3996515929076656
[H]c1nc(C([H])([H])[H])c([H])c([H])c1C([H])([H])C(=O)N([H])C([H])([H])c1c([H])c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])O[C@]([H])(OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N([H])[H])c1=O,616,fegrow_gen/c1(CNC(Cc2ccc(C)nc2)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COC(CN)OCCc2ccccc2)=O)c1=O.sdf,6.94869,-0.3448145644258319,550.381,9,3,2.26682,True,False,True,True,8.78012308167577,154.64,0.2420650386511253,14,0.3448145644258319
[H]c1c(N([H])C([H])([H])C([H])([H])OC([H])([H])C(=O)[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)n2c([H])c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c2=O)nc(C(F)(F)F)c([H])c1[H],5421,fegrow_gen/c1(CNC(CCC2CC2)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COCCNc2cccc(C(F)(F)F)n2)=O)c1=O.sdf,6.28603,-0.4444023922717244,543.332,8,3,3.4927,True,False,False,False,8.38476246573252,131.42000000000002,0.3107646538897809,13,0.4444023922717244
[H]ON([H])C(=O)C(C(=O)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])=C(c1c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])[C@@]([H])(n2c([H])c([H])c([H])c2[H])C1([H])[H],2931,fegrow_gen/c1c(OCC2CC2)c(C(=C(C(=O)NO)C(=O)NC2CCCC2)N2C[C@H](n3cccc3)N(C)CC2)c[nH]c1=O.sdf,6.54502,-0.295715961802286,488.334,8,4,1.6867,True,False,True,False,8.45700192899907,131.93,0.1290498705953355,9,0.295715961802286
[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1N(C(=O)[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2nn([H])c([H])c2[H])[C@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H])N([H])[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H],1417,fegrow_gen/c1([C@@H](C)CC[C@@H]2[C@H](C(=O)N(N[C@H]3CCOC3)c3ccc(N4CCOCC4)cc3)CC[C@@H]2c2cc[nH]n2)ccc[nH]c1=O.sdf,6.75898,-0.4433095962854971,532.39,7,3,3.955,True,True,True,False,9.01595819429554,115.58,0.3141716658741743,10,0.4433095962854971
[H]c1c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(N([H])C(=O)C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],4991,fegrow_gen/c1([C@@H](NC(C)=O)C2CCC2)cccn(C(=O)N[C@H]2CCC[C@@H]2C(CC(=O)NC2CCCC2)=O)c1=O.sdf,6.32741,-0.3301543414085164,448.309,6,3,2.57,True,False,True,False,8.62900217287473,126.37,0.4890441431736849,8,0.3301543414085164
[H]c1c([H])c(C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])n(C(=O)N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])N([H])C([H])([H])[C@@]3([H])OC([H])([H])C([H])([H])C3([H])[H])c2=O)c([H])c(C([H])([H])N([H])[H])c1[H],2901,fegrow_gen/c1(CNC(Cc2cccc(CN)c2)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COCCNC[C@@H]2CCCO2)=O)c1=O.sdf,6.54896,-0.2872969936357007,526.359,9,4,1.2466,True,False,False,False,8.83771135210534,153.78000000000003,0.2488730750029323,14,0.2872969936357007
[H]C1=C(C([H])([H])N2C([H])([H])C([H])([H])O[C@]([H])(N([H])C([H])([H])c3sc([H])c([H])c3[H])C2([H])[H])C(=O)N(c2c(Sc3nc([H])c([H])s3)c([H])c(=O)n([H])c2[H])C1=O,12355,fegrow_gen/c1c(Sc2nccs2)c(N2C(=O)C=C(CN3CCOC(NCc4cccs4)C3)C2=O)c[nH]c1=O.sdf,5.58022,-0.3743836939235138,494.474,10,2,2.2918,True,True,True,False,6.33085977489199,107.63,0.4403033087384752,8,0.3743836939235138
[H]C#C[C@@]1([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]([H])(N([H])C(=O)n2c([H])c(C(=N[H])N([H])[H])c([H])c(C(=O)N([H])[C@@]([H])(N([H])C(=O)N([H])[H])C([H])([H])O[H])c2=O)C([H])([H])[C@@]1([H])N=C=S,12379,fegrow_gen/c1(C(=O)NC(CO)NC(N)=O)cc(C(=N)N)cn(C(=O)N[C@H]2C[C@@H](N=C=S)[C@@H](C#C)[C@@H]2C(C)=O)c1=O.sdf,5.57591,-0.1049770827703953,492.348,10,7,-1.89513,False,False,True,True,8.23818146789637,234.85,0.0675843805852566,8,0.1049770827703953
[H]C1=C(C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C(=O)N(c2c(SC(=O)N([H])C([H])([H])C3(OC([H])([H])C([H])([H])F)C([H])([H])C3([H])[H])c([H])c(=O)n([H])c2[H])C1=O,12382,fegrow_gen/c1c(SC(=O)NCC2(OCCF)CC2)c(N2C(=O)C=C(CN3CCOCC3)C2=O)c[nH]c1=O.sdf,5.57568,-0.2651538440110575,455.318,8,2,0.8271,True,False,True,True,5.29616107215927,121.04,0.393878204966253,9,0.2651538440110575
[H]ON(C(=O)Sc1c([H])c([H])n([H])c(=O)c1-c1c([H])c(C([H])([H])N([H])C(=O)C(F)(F)F)c([H])c([H])c1C(O[H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=S)N([H])c1c([H])c([H])c([H])c([H])c1[H],2879,fegrow_gen/c1(-c2c(C(C)(C)O)ccc(CNC(=O)C(F)(F)F)c2)c(SC(=O)N(O)NC(=S)Nc2ccccc2)cc[nH]c1=O.sdf,6.55171,-0.4953977380897748,571.433,7,6,4.2527,False,False,True,True,5.71402901184888,146.79,0.1065479106822583,6,0.4953977380897748
[H]c1nc(C([H])([H])C(=O)[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)n2c([H])c([H])c([H])c([H])c2=O)n(C([H])([H])[H])c1[H],14149,fegrow_gen/c1cccn(C(=O)N[C@H]2CCC[C@@H]2C(Cc2nccn2C)=O)c1=O.sdf,5.2405,-0.2033359714080111,308.212,6,1,1.12,True,False,False,False,7.3362447697316,85.99000000000001,0.9111157755997392,4,0.2033359714080111
[H]c1c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])N([H])[H])c(=O)c1C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H],9738,fegrow_gen/c1(CNC(CCN2CCNCC2)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COCCN)=O)c1=O.sdf,5.88694,-0.145496764210146,440.29,9,4,-0.9694,True,False,False,False,8.54444699026564,147.79,0.2983568127927197,11,0.145496764210146
[H]c1nc(C(F)(F)F)c([H])c([H])c1-c1c([H])c(C(=O)N([H])C([H])([H])C([H])([H])[H])c(C(=O)C(F)(F)F)n(-c2c([H])c(C(=O)N([H])[H])c([H])n2[H])c1=O,7899,fegrow_gen/c1(-c2ccc(C(F)(F)F)nc2)cc(C(=O)NCC)c(C(=O)C(F)(F)F)n(-c2cc(C(N)=O)c[nH]2)c1=O.sdf,6.06507,-0.3903906266348854,500.25,6,3,2.84,True,False,False,True,6.75296675327226,139.94,0.3422689054173145,6,0.3903906266348854
[H]C#C[C@@]1([H])[C@]([H])(C(=O)C([H])([H])[H])[C@@]([H])(N([H])C(=O)n2c(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])=C3SC(=S)N([H])C3=O)c([H])c2=O)C([H])([H])[C@@]1([H])N=C=S,5014,fegrow_gen/c1c(C=C2SC(=S)NC2=O)cc(C(=O)OC(C)(C)C)n(C(=O)N[C@H]2C[C@@H](N=C=S)[C@@H](C#C)[C@@H]2C(C)=O)c1=O.sdf,6.32484,-0.3854967744917094,548.498,11,2,2.5484,False,True,True,True,7.94683687003358,135.93,0.1793652409743621,5,0.3854967744917094
[H]c1nc([H])c(N([H])c2c([H])c(C([H])([H])[H])nc([H])c2C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])n(C(=O)N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])N([H])[H])c2=O)c([H])c1[H],844,fegrow_gen/c1(CNC(Cc2c(Nc3cccnc3)cc(C)nc2)=O)cccn(C(=O)N[C@H]2CCC[C@@H]2C(COCCN)=O)c1=O.sdf,6.88267,-0.3095658091127418,526.363,10,4,1.82002,True,False,False,False,8.50155566682064,170.32999999999998,0.2408689296275896,12,0.3095658091127418
[H]S[C@@]1([H])C([H])([H])C([H])([H])[C@]1([H])[C@@]([H])(c1c([H])c([H])c([H])n(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c1=O)N([H])C(=O)C([H])([H])[H],2937,fegrow_gen/c1([C@@H](NC(C)=O)C2CCC2S)cccn(C(=O)N[C@H]2CCC[C@@H]2C(CCc2ccccc2OC)=O)c1=O.sdf,6.54372,-0.4096766975894898,490.391,7,3,3.6708,True,False,True,False,8.75632759615076,106.5,0.4333675568005851,9,0.4096766975894898
[H]C1=C(C([H])([H])N2C([H])([H])C([H])([H])O[C@@]([H])(N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])C(=O)N(c2c(SC(=O)N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c([H])c(=O)n([H])c2[H])C1=O,12403,fegrow_gen/c1c(SC(=O)NCC2CC2)c(N2C(=O)C=C(CN3CCOC(NC(C)C)C3)C2=O)c[nH]c1=O.sdf,5.57284,-0.2743066508818685,446.339,8,3,1.0425,True,False,True,True,7.87324373512469,123.83999999999996,0.3764820238382597,8,0.2743066508818685
[H]Sc1c(N2C(=O)C([H])=C(C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])C2=O)c([H])n([H])c(=O)c1[H],15266,fegrow_gen/c1c(S)c(N2C(=O)C=C(CN3CCOCC3)C2=O)c[nH]c1=O.sdf,4.7634,-0.1627759428481977,306.238,6,2,-0.2046,True,False,True,False,7.26233292476858,82.71000000000001,0.5948333170492269,3,0.1627759428481977
[H]c1c([H])c(N(C(=O)[C@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=O)C([H])([H])[H])N([H])[H])c([H])c([H])c1C(=O)C([H])([H])[H],23,fegrow_gen/c1([C@@H](C)[C@H](C[C@@H]2[C@H](C(=O)N(N)c3ccc(C(C)=O)cc3)CCC2)CC2CCCCC2)cccn(C(=O)N2CCCCC2)c1=O.sdf,7.46565,-0.5874169658095596,552.42,6,1,6.90830000000001,False,False,True,False,9.09024588598285,105.71,0.1453473599806561,9,0.5874169658095596
[H]O[C@]([H])(C([H])([H])OSc1c([H])c([H])n([H])c(=O)c1C(=O)N([H])N([H])OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H],10977,fegrow_gen/c1(C(=O)NNOCCN(CC)CC)c(SOC[C@@H](O)Cc2ccc(F)cc2)cc[nH]c1=O.sdf,5.75617,-0.2991834609308576,439.319,8,4,1.6491,True,False,True,True,7.98338188377152,115.92,0.1879580776773098,14,0.2991834609308576
[H]c1c(C(=O)N([H])[C@@]([H])(N2C([H])([H])C([H])([H])[C@]3([H])C([H])([H])N(C([H])([H])C([H])([H])N([H])[H])C([H])([H])[C@]23[H])C([H])([H])[H])c([H])n(-c2c([H])c(C(=O)N([H])[H])c([H])n2[H])c(=O)c1[H],12450,fegrow_gen/c1cc(C(=O)N[C@H](C)N2CC[C@@H]3CN(CCN)C[C@H]23)cn(-c2cc(C(N)=O)c[nH]2)c1=O.sdf,5.56583,-0.1549160427307441,398.277,7,4,-0.6949,True,False,False,True,8.34334510110108,142.48,0.4604712447912384,7,0.1549160427307441
