cnn_per_mw,Smiles
-0.0139711934156378,[H]c1nc([H])n(C([H])([H])[C@]2([H])N([H])C([H])([H])[C@]([H])(c3oc([H])c([H])c3[H])[C@]([H])(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3-n3c([H])c([H])c([H])c([H])c3=O)C2([H])[H])n1
-0.0154206437036012,[H]c1nc([H])c([C@]([H])(Cl)c2c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c(=O)n(-c3nc4c([H])c([H])c([H])c([H])c4c([H])c3[H])c2[H])nc1[H]
-0.0129128369693448,[H]c1nc([H])n(C([H])([H])[C@]2([H])N([H])[C@]([H])(c3c([H])c([H])c4c(c([H])nn4[H])c3[H])C([H])([H])[C@]([H])(C([H])([H])Oc3c([H])c([H])c([H])c([H])c3-n3c([H])c([H])c([H])c([H])c3=O)C2([H])[H])n1
-0.0150106349720308,[H]O[C@]([H])(C([H])([H])C([H])([H])N([H])C#Cc1nc([H])c([H])c([H])c1[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])c1nnc(C([H])([H])[H])o1
-0.0232507231984802,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c([H])c1[H]
-0.0158148926593798,[H]c1c([H])c([H])n(C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])O[C@@]([H])(C([H])([H])C([H])([H])N([H])C([H])([H])[H])C2([H])[H])c(=O)c1[H]
-0.0196228867559454,[H]c1c([H])c(C([H])([H])[H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c1-n1c([H])c([H])c([H])c([H])c1=O
-0.0133935285979343,[H]c1c([H])c(Br)c([H])c(-n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]([H])(c4c([H])c([H])c5c(c4[H])OC([H])([H])O5)C3([H])[H])c2=O)c1[H]
-0.0146669467074936,[H]c1nn(C([H])([H])[H])c([H])c1-n1c([H])c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])O[C@]([H])(c3nc4c([H])c([H])c([H])c([H])c4n3[H])C2([H])[H])c1=O
-0.0145265859728212,[H]N=C(c1c(SC([H])([H])c2c([H])c(Cl)c(C([H])=O)c([H])c2C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c(=O)n([H])c1[H])N([H])[H]
-0.0154101602438979,[H]c1nn([C@@]([H])(C([H])([H])[H])C([H])([H])N([H])c2c([H])c([H])n([H])c(=O)c2-c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2-c2nc([H])c([H])n2C([H])([H])[H])c([H])c1[H]
-0.0171229118773946,[H]C([H])=C([H])C([H])([H])[C@@]([H])(OC([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc([H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
-0.0123891469088234,[H]c1nc2c([C@@]([H])(c3oc4c([H])c([H])c([H])c([H])c4c3[H])C([H])([H])[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])N([H])N([H])[H])c([C@@]3([H])C([H])([H])[C@@]3([H])N([H])[H])c(N([H])C3([H])C([H])([H])C3([H])[H])c([H])c2c([H])c1[H]
-0.0147359713778447,[H]c1c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c(C([H])([H])N([H])C([H])([H])c2c(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c(=O)n([H])c2[H])c1Cl
-0.0154151039988955,[H]C#CC([H])([H])O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])c1c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2Cl)c([H])n([H])c(=O)c1[H]
-0.0184038284487932,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c([H])nc([H])c(OC([H])([H])[H])c2[H])c(=O)c1[H]
-0.019938066696098,[H]c1c(C([H])([H])Cl)c([H])n([H])c(=O)c1[C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H]
-0.0174470936794582,[H]c1nn(C([H])([H])[H])c([H])c1-n1c([H])c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1=O
-0.0144248468680092,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([N+](=O)[O-])c3[H])c2=O)c(OC([H])([H])C([H])([H])OC([H])([H])[H])c1[H]
-0.0160907292086035,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@](C([H])([H])[H])(C([H])([H])n1nc(OC([H])([H])[H])oc1=O)C([H])([H])C([H])([H])[H]
-0.0143074776936471,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c(OC([H])([H])[C@]2([H])C([H])([H])C([H])([H])N([H])[C@]([H])(c3c([H])c([H])c([H])c(Cl)c3Cl)C2([H])[H])c1[H]
-0.0159824223407355,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c(OC([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c1[H]
-0.0143137312395963,[H]C(=O)c1c(N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(Oc2c([H])c([H])c(F)c([H])c2[H])C([H])([H])[H])c(=O)n1N([H])c1nc([H])c([H])s1
-0.014531071971891,[H]c1c([H])c([H])c(-n2c([H])c([H])c([H])c([H])c2=O)c(OC([H])([H])[C@]2([H])C([H])([H])C([H])([H])N([H])C([H])([H])[C@]2([H])C([H])(F)F)c1[H]
-0.0168531819807424,[H]c1nc(-c2c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c2-c2c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])n([H])c2=O)n(C([H])([H])[H])c1[H]
-0.0140429204611976,[H]C1=C([H])C(=O)N(n2c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c3c([C@@]4([H])[C@]([H])(C([H])=C([H])[H])[C@@]4([H])N([H])[H])c([H])c(N([H])C([H])([H])C([H])([H])[H])c4c([H])c([H])c([H])nc34)c2=O)C1=O
-0.0120666168255886,[H]C1=C([H])C(=O)N(C([H])([H])[C@]([H])(c2c([H])c([H])c([H])n(C([H])([H])N3C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]3([H])c3c([H])c([H])c(C([H])([H])c4c([H])c([H])c(OC([H])([H])[H])c([H])c4OC([H])([H])[H])c(C([H])([H])[H])c3[H])c2=O)C([H])([H])C([H])([H])[H])C1=O
-0.0204483648013218,[H]S[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])n1c([H])c([H])c([H])c([H])c1=O
-0.017949561438292,[H]c1nc(C([H])([H])[C@]([H])(c2c(SC(F)(F)F)c([H])c([H])n([H])c2=O)C([H])([H])C([H])([H])[H])n(C([H])([H])[H])c1[H]
