cnn_per_mw,Smiles
-0.013578362131266,[H]O[C@]1([H])C([H])([H])N(c2c([H])c([H])c3c(c2[H])C([H])([H])N(n2c([H])c([H])c(S[H])c([H])c2=O)[C@@]([H])(C([H])([H])F)C3([H])[H])C([H])([H])C([H])([H])C1([H])[H]
-0.015023230670329,[H]OC([H])([H])C([H])([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)[C@@]([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c(=O)n1-c1nc([H])c([H])n1[H]
-0.0160218491180649,[H]c1nc2c(C([H])([H])C([H])([H])[C@@]([H])(c3c([H])c(N4C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c([H])n([H])c3=O)C([H])([H])[H])c([H])c([H])c([H])c2c([H])c1[H]
-0.0147811183813376,[H]c1nc(-c2c([H])nc3c(C([H])([H])C([H])([H])[C@@]([H])(c4c([H])c(N5C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C5([H])[H])c([H])n([H])c4=O)C([H])([H])[H])c([H])c([H])c([H])c3c2[H])c(C([H])([H])[H])c([H])c1[H]
-0.0161190987124463,[H]c1nc([H])c([H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n(-c3c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c3[H])c(=O)c2[H])c1[H]
-0.014904909342528,[H]O[C@]1([H])C([H])([H])N(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n(N([H])c3nc([H])c([H])c([H])c3-c3c([H])nc(C([H])([H])[H])c([H])c3[H])c2=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]
-0.0174117243743572,[H]c1sc([H])c([C@]2([H])N([H])C([H])([H])C([H])([H])N(C([H])([H])n3c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c3=O)C2([H])[H])c1[H]
-0.0147064031716079,[H]C1=C([H])C(=O)N([C@]([H])(C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n(N([H])c3nc([H])c([H])c([H])c3-c3c([H])nc(C([H])([H])[H])c([H])c3[H])c2=O)C([H])([H])C([H])=C([H])[H])C1=O
-0.0176847986892369,[H]N=C(N([H])[H])C([H])([H])[C@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(F)c1-n1c([H])nc([H])c1[H]
-0.0135046112409359,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])c2nc(N([H])n3c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H])c3=O)c([H])c([H])c2[H])C([H])([H])C1([H])[H]
-0.0152554336825545,[H]O[C@]1([H])C([H])([H])N(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n(N([H])c3nc([H])c([H])c([H])c3-c3c([H])nc(C([H])([H])[H])c([H])c3[H])c2=O)C([H])([H])[H])C([H])([H])C1([H])[H]
-0.0170148627352457,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])[C@@]2([H])OC([H])([H])C2([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
-0.0121397163509481,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])c2nc(N([H])n3c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H])c3=O)c(C(O[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])C([H])([H])C1([H])[H]
-0.0126086093075176,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])c2nc(N([H])n3c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])C([H])=C([H])[H])C([H])([H])N([H])C([H])([H])[H])c3=O)c([H])c([H])c2[H])C([H])([H])C1([H])[H]
-0.0199436812954148,[H]c1c([H])c(F)c(-n2c([H])c([H])c([H])c(C3([H])C([H])([H])C3([H])[H])c2=O)c(F)c1[H]
-0.0183287785956715,[H]OC(c1c([H])c([H])c(C([H])([H])N([H])[H])c([H])c1-c1c(S[H])c([H])c([H])n([H])c1=O)(C([H])([H])[H])C([H])([H])[H]
-0.0195676035060663,[H]c1c([H])c([H])n(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(=O)c1[C@@]([H])(C([H])([H])N([H])N([H])[H])C([H])([H])C([H])([H])[H]
-0.0149676467703084,[H]Sc1c([H])c([H])n(N2C([H])([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])[C@]2([H])C([H])([H])F)c(=O)c1[H]
-0.0177342683151873,[H]OC([H])([H])C([H])([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)n1-c1nc([H])c([H])n1[H]
-0.0189418813110031,[H]c1sc2c([H])c([H])c([H])c([H])c2c1-n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1=O
-0.0172016709806116,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])[H])c1=O)C([H])([H])[H]
-0.0173625226026668,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1c(C([H])([H])N([H])C([H])([H])[H])c([H])n(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(=O)c1[H]
-0.0198336298595601,[H]c1nn(C([H])([H])[H])c([H])c1-n1c([H])c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c1=O
-0.0169231224040323,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc(N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
-0.0158118004537518,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1=O)C([H])([H])[H]
-0.0202630964618768,[H]OC([H])([H])C([H])([H])N([H])[C@@]1([H])C([H])([H])[C@]1([H])c1c([H])c([H])c([H])n(-n2nc([H])c([H])c2[H])c1=O
-0.015633354284517,[H]Sc1c(N2C(=O)C([H])=C(N([H])C([H])([H])C([H])([H])[H])C2=O)c([H])n([H])c(=O)c1Br
-0.0171417300314604,[H]OC([H])([H])c1c(N([H])c2c([H])c([H])nc([H])c2[H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])[H])c(=O)n1[H]
-0.0139821064349412,[H]C([H])=C(N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n(N([H])c2nc(N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2[H])c1=O)C([H])([H])[H]
-0.0158603406933911,[H]OC([H])([H])c1c([H])c([H])c([C@](C([H])([H])[H])(C([H])(F)F)C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])[C@]3([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[C@]23[H])c(=O)n1[H]
-0.0159241251862891,[H]c1nc(-c2c([H])c([H])c3sc([H])c(-n4c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C5([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c4=O)c3c2[H])c([H])c([H])c1F
-0.0162018245735113,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O)C([H])([H])[H]
-0.0176813339217046,[H]Sc1c(N2C([H])([H])C([H])([H])[C@]2([H])N([H])c2c([H])c([H])c(F)c([H])c2OC([H])([H])C([H])([H])[H])c([H])n([H])c(=O)c1[H]
-0.012723451308209,[H]OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])Oc2c([H])c([H])n([C@]([H])(O[H])c3c([H])c([H])c([H])c(-c4nnnn4[H])c3[H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H]
-0.0164856821193479,[H]Sc1c(N2C(=O)C([H])=C([C@@]([H])(OC([H])([H])[H])C([H])=C([H])[H])C2=O)c([H])n([H])c(=O)c1-c1c([H])c([H])c(F)c([H])c1[H]
-0.0175287125886862,[H]Sc1c(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c(N=C=S)n([H])c(=O)c1[H]
-0.0163654590753413,[H]O[C@]([H])(n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C2(N([H])S(=O)(=O)C([H])([H])[H])C([H])([H])C2([H])[H])c1=O)C([H])([H])[H]
-0.0129591538441095,[H]c1nc([H])c([H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n(-c3c([H])c([H])c(C([H])([H])[H])c(C([H])([H])OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c3[H])c(=O)c2[H])c1[H]
-0.0127719684977988,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])N(c2c([H])c([H])c3c(c2C([H])([H])Cl)[C@@]([H])(c2nnn([H])n2)N(n2c([H])c([H])c(S[H])c([H])c2=O)C([H])([H])C3([H])[H])C([H])([H])C1([H])[H]
-0.0144919720449017,[H]c1nc([H])c(C([H])([H])N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c(-c2c(C([H])([H])N([H])C([H])([H])[H])c([H])n([H])c(=O)c2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H]
-0.0155729338334929,[H]N=[N+]=N[C@]([H])(C([H])([H])O[H])C1(c2c([H])c(N3C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])[H])c([H])n(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=O)C([H])([H])C1([H])[H]
-0.0178492204707745,[H]c1c([H])c([H])n(C([H])(C([H])([H])[H])C([H])([H])[H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F
-0.0171692239697927,[H]C([H])=C([H])C([H])([H])O[C@]([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12)C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-0.0118798114564827,[H]c1c([H])c(C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[C@@]([H])(I)C([H])([H])[C@@]2([H])SC([H])([H])C([H])([H])[H])c(F)c(-n2c([H])c([H])c([H])c(C3([H])C([H])([H])C3([H])[H])c2=O)c1F
-0.0159478082681476,[H]c1nc(-c2c([H])c([H])n([H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@]2([H])N([H])c2c([H])c([H])c(F)c([H])c2[H])n(C([H])([H])[H])c1[H]
-0.0140455003927882,[H]Sc1c(N([H])c2c([H])c([H])c(OC([H])([H])C([H])([H])c3sc([H])c([H])c3[H])c([H])c2C([H])([H])N([H])[H])c(N=C=S)n([H])c(=O)c1[H]
